Date,Booking_status,level_3,level_4,level_5,level_6,JourneyDate,BookingStatus,TrainNo,ClassOfTravel,ChartingStatus
2018-01-08,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-08,TQWL,22	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-09,TQWL,61	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-08,TQWL,100	12864	SL	CNF,S4,31,0,0,0,0.0,0,0.0
2018-01-10,TQWL,2	12864	SL	CNF,S3,72,0,0,0,0.0,0,0.0
2018-01-09,TQWL,87	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-09,TQWL,47	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-09,TQWL,104	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-09,TQWL,8	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,86	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-09,TQWL,117	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,87	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,19	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,28	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,113	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,61	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,97	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-10,TQWL,120	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,114	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,108	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,14	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,17	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,2	12864	SL	CNF,S3,1,0,0,0,0.0,0,0.0
2018-01-11,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,60	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,27	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,38	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-11,TQWL,36	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,47	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,17	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,42	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,28	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,27	12864	SL	CNF,S3,68,0,0,0,0.0,0,0.0
2018-01-12,TQWL,22	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,111	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-12,TQWL,1	12864	SL	CNF,S3,41,0,0,0,0.0,0,0.0
2018-01-13,TQWL,21	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-13,TQWL,50	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-14,TQWL,12	12864	SL	TQWL,0,6,0,0,0,0.0,0,0.0
2018-01-13,TQWL,62	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-14,TQWL,1	12864	3A	CNF,B1,49,0,0,0,0.0,0,0.0
2018-01-14,TQWL,14	12864	SL	TQWL,0,7,0,0,0,0.0,0,0.0
2018-01-13,TQWL,23	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-14,TQWL,4	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-14,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-13,TQWL,48	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-14,TQWL,17	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-15,TQWL,2	12864	3A	CNF,B3,48,0,0,0,0.0,0,0.0
2018-01-14,TQWL,124	12864	SL	CNF,S3,21,0,0,0,0.0,0,0.0
2018-01-14,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-14,TQWL,121	12864	SL	TQWL,0,25,0,0,0,0.0,0,0.0
2018-01-15,TQWL,72	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-15,TQWL,84	12864	SL	TQWL,0,26,0,0,0,0.0,0,0.0
2018-01-16,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-15,TQWL,12	12864	SL	CNF,S3,27,0,0,0,0.0,0,0.0
2018-01-16,TQWL,73	12864	SL	TQWL,0,25,0,0,0,0.0,0,0.0
2018-01-15,TQWL,86	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-17,TQWL,16	12864	SL	TQWL,0,9,0,0,0,0.0,0,0.0
2018-01-16,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-16,TQWL,18	12864	SL	CNF,S4,26,0,0,0,0.0,0,0.0
2018-01-16,TQWL,3	12864	SL	CNF,S12,25,0,0,0,0.0,0,0.0
2018-01-17,TQWL,81	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-17,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-17,TQWL,78	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-16,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-17,TQWL,99	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-18,TQWL,7	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-18,TQWL,3	12864	SL	CNF,S13,17,0,0,0,0.0,0,0.0
2018-01-18,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-18,TQWL,9	12864	SL	CNF,S11,44,0,0,0,0.0,0,0.0
2018-01-19,TQWL,2	12864	SL	CNF,B3,5,0,0,0,0.0,0,0.0
2018-01-17,TQWL,124	12864	SL	CNF,S3,44,0,0,0,0.0,0,0.0
2018-01-18,TQWL,77	12864	SL	TQWL,0,33,0,0,0,0.0,0,0.0
2018-01-18,TQWL,47	12864	SL	TQWL,0,12,0,0,0,0.0,0,0.0
2018-01-20,TQWL,10	12864	SL	CNF,S4,6,0,0,0,0.0,0,0.0
2018-01-19,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-19,TQWL,8	12864	SL	CNF,S12,10,0,0,0,0.0,0,0.0
2018-01-19,TQWL,43	12864	SL	TQWL,0,14,0,0,0,0.0,0,0.0
2018-01-19,TQWL,110	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-20,TQWL,1	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-20,TQWL,14	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-08,TQWL,1	12864	3A	TQWL,0,1,0,0,0,0.0,0,0.0
2017-10-07,TQWL,30	12864	3A	TQWL,0,6,0,0,0,0.0,0,0.0
2017-10-07,TQWL,21	12864	3A	TQWL,0,3,0,0,0,0.0,0,0.0
2017-10-07,TQWL,85	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-07,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-07,TQWL,114	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-07,TQWL,7	12864	SL	CNF,S14,8,0,0,0,0.0,0,0.0
2017-10-08,TQWL,12	12864	SL	TQWL,0,9,0,0,0,0.0,0,0.0
2017-10-07,TQWL,64	12864	SL	TQWL,0,24,0,0,0,0.0,0,0.0
2017-10-08,TQWL,9	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-08,TQWL,14	12864	SL	TQWL,0,5,0,0,0,0.0,0,0.0
2017-10-09,TQWL,9	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-10-08,TQWL,104	12864	SL	CNF,S4,36,0,0,0,0.0,0,0.0
2017-10-08,TQWL,14	12864	SL	TQWL,0,11,0,0,0,0.0,0,0.0
2017-10-08,TQWL,18	12864	3A	TQWL,0,6,0,0,0,0.0,0,0.0
2017-10-08,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-08,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,55	12864	SL	TQWL,0,30,0,0,0,0.0,0,0.0
2017-10-10,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,2	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,18	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,17	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,48	12864	SL	TQWL,0,28,0,0,0,0.0,0,0.0
2017-10-09,TQWL,37	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,2	12864	3A	CNF,B3,2,0,0,0,0.0,0,0.0
2017-10-09,TQWL,64	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-09,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,38	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,6	12864	SL	CNF,S8,14,0,0,0,0.0,0,0.0
2017-10-09,TQWL,76	12864	SL	CNF,S4,9,0,0,0,0.0,0,0.0
2017-10-09,TQWL,25	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,63	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,28	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-11,TQWL,67	12864	SL	CNF,S7,25,0,0,0,0.0,0,0.0
2017-10-11,TQWL,48	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-10,TQWL,73	12864	SL	TQWL,0,22,0,0,0,0.0,0,0.0
2017-10-10,TQWL,69	12864	SL	CNF,S3,35,0,0,0,0.0,0,0.0
2017-10-12,TQWL,11	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-13,TQWL,22	12864	3A	CNF,B2,12,0,0,0,0.0,0,0.0
2017-10-12,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,31	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,55	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,7	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,22	12864	SL	TQWL,0,6,0,0,0,0.0,0,0.0
2017-10-12,TQWL,34	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-11,TQWL,27	12864	SL	CNF,S4,48,0,0,0,0.0,0,0.0
2017-10-12,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,27	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-11,TQWL,5	12864	3A	CNF,B2,38,0,0,0,0.0,0,0.0
2017-10-12,TQWL,1	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,85	12864	SL	TQWL,0,45,0,0,0,0.0,0,0.0
2017-10-13,TQWL,19	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-13,TQWL,58	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-13,TQWL,105	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,5	12864	SL	CNF,S2,17,0,0,0,0.0,0,0.0
2017-10-13,TQWL,82	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-12,TQWL,116	12864	SL	CNF,S3,50,0,0,0,0.0,0,0.0
2017-10-13,TQWL,2	12864	SL	TQWL,0,2,0,0,0,0.0,0,0.0
2017-10-13,TQWL,47	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-13,TQWL,60	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-13,TQWL,6	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-10-13,TQWL,32	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,4	12864	SL	CNF,S14,22,0,0,0,0.0,0,0.0
2017-10-14,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,6	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,45	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,21	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-14,TQWL,43	12864	SL	CNF,S7,27,0,0,0,0.0,0,0.0
2017-10-13,TQWL,33	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-13,TQWL,117	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,2	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,106	12864	SL	TQWL,0,60,0,0,0,0.0,0,0.0
2017-10-18,TQWL,27	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,84	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,23	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,49	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,20	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,6	12864	SL	TQWL,0,4,0,0,0,0.0,0,0.0
2017-10-17,TQWL,14	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,104	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,11	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,18	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,8	12864	3A	TQWL,0,2,0,0,0,0.0,0,0.0
2017-10-18,TQWL,16	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,31	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,5	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-20,TQWL,71	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-21,TQWL,8	12864	SL	TQWL,0,7,0,0,0,0.0,0,0.0
2018-01-21,TQWL,12	12864	SL	TQWL,0,10,0,0,0,0.0,0,0.0
2018-01-19,TQWL,21	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-20,TQWL,70	12864	SL	CNF,S7,25,0,0,0,0.0,0,0.0
2018-01-20,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-20,TQWL,1	12864	SL	CNF,S14,1,0,0,0,0.0,0,0.0
2018-01-20,TQWL,45	12864	SL	CNF,S2,57,0,0,0,0.0,0,0.0
2018-01-20,TQWL,7	12864	3A	CNF,B3,9,0,0,0,0.0,0,0.0
2018-01-22,TQWL,1	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2018-01-22,TQWL,7	12864	SL	TQWL,0,2,0,0,0,0.0,0,0.0
2018-01-21,TQWL,75	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-21,TQWL,51	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-22,TQWL,9	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-22,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-21,TQWL,3	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-21,TQWL,1	12864	SL	CNF,S14,1,0,0,0,0.0,0,0.0
2018-01-21,TQWL,40	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-22,TQWL,48	12864	SL	TQWL,0,6,0,0,0,0.0,0,0.0
2018-01-22,TQWL,12	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-23,TQWL,8	12864	SL	CNF,S14,57,0,0,0,0.0,0,0.0
2018-01-22,TQWL,41	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-22,TQWL,19	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-22,TQWL,23	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-22,TQWL,61	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-24,TQWL,2	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-24,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-24,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-24,TQWL,40	12864	SL	TQWL,0,8,0,0,0,0.0,0,0.0
2018-01-24,TQWL,32	12864	SL	CNF,S10,32,0,0,0,0.0,0,0.0
2018-01-24,TQWL,32	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-24,TQWL,97	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-17,TQWL,5	12864	SL	CNF,S3,67,0,0,0,0.0,0,0.0
2018-03-17,TQWL,10	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-18,TQWL,24	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-18,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-18,TQWL,49	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-19,TQWL,4	12864	SL	CNF,S6,10,0,0,0,0.0,0,0.0
2018-03-19,TQWL,14	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-20,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-19,TQWL,7	12864	SL	TQWL,0,2,0,0,0,0.0,0,0.0
2018-03-18,TQWL,55	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-19,TQWL,41	12864	SL	TQWL,0,17,0,0,0,0.0,0,0.0
2018-03-20,TQWL,17	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-19,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-20,TQWL,2	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-20,TQWL,7	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-22,TQWL,9	12864	3A	CNF,B2,13,0,0,0,0.0,0,0.0
2018-03-21,TQWL,16	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-21,TQWL,2	12864	SL	CNF,S8,6,0,0,0,0.0,0,0.0
2018-03-21,TQWL,62	12864	SL	CNF,S7,30,0,0,0,0.0,0,0.0
2018-03-22,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-22,TQWL,72	12864	SL	TQWL,0,23,0,0,0,0.0,0,0.0
2018-03-22,TQWL,68	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-23,TQWL,81	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-22,TQWL,1	12864	SL	CNF,S6,10,0,0,0,0.0,0,0.0
2018-03-22,TQWL,55	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-22,TQWL,6	12864	3A	CNF,B2,31,0,0,0,0.0,0,0.0
2018-03-22,TQWL,6	12864	SL	CNF,S7,6,0,0,0,0.0,0,0.0
2018-03-22,TQWL,1	12864	3A	CNF,B2,63,0,0,0,0.0,0,0.0
2018-03-23,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-22,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-22,TQWL,4	12864	2A	CNF,A1,29,0,0,0,0.0,0,0.0
2018-03-23,TQWL,4	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-25,TQWL,5	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-23,TQWL,89	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-23,TQWL,56	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-23,TQWL,73	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-24,TQWL,1	12864	SL	CNF,S4,57,0,0,0,0.0,0,0.0
2018-03-24,TQWL,13	12864	SL	CNF,S4,60,0,0,0,0.0,0,0.0
2018-03-23,TQWL,2	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-23,TQWL,54	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-24,TQWL,1	12864	SL	CNF,S4,3,0,0,0,0.0,0,0.0
2018-03-25,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-23,TQWL,12	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-24,TQWL,14	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-25,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-25,TQWL,9	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-24,TQWL,12	12864	SL	CNF,S6,33,0,0,0,0.0,0,0.0
2018-03-25,TQWL,8	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-25,TQWL,10	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-25,TQWL,11	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-25,TQWL,72	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-26,TQWL,4	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-26,TQWL,38	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-26,TQWL,13	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-26,TQWL,52	12864	SL	TQWL,0,27,0,0,0,0.0,0,0.0
2018-03-27,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-26,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-03-27,TQWL,1	12864	SL	CNF,S5,40,0,0,0,0.0,0,0.0
2018-03-28,TQWL,14	12864	3A	CNF,B2,10,0,0,0,0.0,0,0.0
2018-03-28,TQWL,23	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-27,TQWL,16	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-27,TQWL,2	12864	SL	CNF,S13,16,0,0,0,0.0,0,0.0
2018-03-27,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-03-28,TQWL,46	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,14	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,109	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,11	12864	SL	CNF,S10,35,0,0,0,0.0,0,0.0
2017-10-18,TQWL,8	12864	SL	CNF,S13,25,0,0,0,0.0,0,0.0
2017-10-19,TQWL,3	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,32	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,92	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,41	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,28	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-17,TQWL,64	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,31	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,24	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,108	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,42	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,2	12864	SL	CNF,S13,15,0,0,0,0.0,0,0.0
2017-10-19,TQWL,30	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,17	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-19,TQWL,20	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-18,TQWL,118	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-19,TQWL,68	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-20,TQWL,31	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-20,TQWL,116	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-20,TQWL,4	12864	2A	CNF,A1,46,0,0,0,0.0,0,0.0
2017-12-10,TQWL,7	12864	SL	TQWL,0,5,0,0,0,0.0,0,0.0
2017-12-10,TQWL,57	12864	SL	TQWL,0,26,0,0,0,0.0,0,0.0
2017-12-10,TQWL,1	12864	3A	CNF,B3,37,0,0,0,0.0,0,0.0
2017-12-10,TQWL,60	12864	SL	CNF,S3,41,0,0,0,0.0,0,0.0
2017-12-11,TQWL,10	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-12-12,TQWL,5	12864	SL	CNF,S6,38,0,0,0,0.0,0,0.0
2017-12-12,TQWL,6	12864	SL	CNF,S6,40,0,0,0,0.0,0,0.0
2017-12-11,TQWL,53	12864	SL	CNF,S9,12,0,0,0,0.0,0,0.0
2017-12-12,TQWL,40	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-12,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-12,TQWL,67	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-12,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-12,TQWL,34	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-13,TQWL,1	12864	3A	CNF,B2,15,0,0,0,0.0,0,0.0
2017-12-14,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-12-15,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-15,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-13,TQWL,28	12864	3A	CNF,B2,11,0,0,0,0.0,0,0.0
